,uf,cnae_grupo,contagem,seq,flag,contagem_ttl,%,flag_rede
22,SE,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,891,1,0,6792,0.13118374558303886,1
23,SE,Restaurantes e outros serviços de alimentação e bebidas,541,2,0,6792,0.07965253239104829,1
24,SE,Outras atividades de serviços pessoais,435,3,0,6792,0.06404593639575971,1
25,SE,"Comércio varejista de produtos alimentícios, bebidas e fumo",333,4,0,6792,0.04902826855123675,1
26,SE,Comércio varejista não-especializado,321,5,0,6792,0.04726148409893993,1
27,SE,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",303,6,0,6792,0.0446113074204947,1
28,SE,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,301,7,0,6792,0.0443168433451119,1
29,SE,Comércio varejista de material de construção,207,8,0,6792,0.030477031802120143,1
30,SE,Publicidade,203,9,0,6792,0.029888103651354535,1
31,SE,"Serviços de catering, bufê e outros serviços de comida preparada",164,10,0,6792,0.024146054181389872,1
32,SE,Outros,3093,11,0,6792,0.4553886925795053,1
33,SC,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,5474,1,0,50952,0.10743444810802323,1
34,SC,Restaurantes e outros serviços de alimentação e bebidas,4046,2,0,50952,0.07940807034071283,1
35,SC,Outras atividades de serviços pessoais,3292,3,0,50952,0.06460982885853352,1
36,SC,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,1752,4,0,50952,0.03438530381535563,1
37,SC,"Comércio varejista de produtos alimentícios, bebidas e fumo",1727,5,0,50952,0.03389464594127806,1
38,SC,Manutenção e reparação de veículos automotores,1636,6,0,50952,0.03210865127963573,1
39,SC,Confecção de artigos do vestuário e acessórios,1539,7,0,50952,0.03020489872821479,1
40,SC,Comércio varejista não-especializado,1535,8,0,50952,0.03012639346836238,1
41,SC,Outros serviços especializados para construção,1483,9,0,50952,0.02910582509028105,1
42,SC,Publicidade,1416,10,0,50952,0.027790861987753178,1
43,SC,Outros,27052,11,0,50952,0.5309310723818496,1
44,RS,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,7747,1,0,70814,0.10939927133052786,1
45,RS,Restaurantes e outros serviços de alimentação e bebidas,4594,2,0,70814,0.06487417742254356,1
46,RS,Outras atividades de serviços pessoais,4306,3,0,70814,0.060807185019911315,1
47,RS,Comércio varejista não-especializado,3265,4,0,70814,0.04610670206456351,1
48,RS,"Comércio varejista de produtos alimentícios, bebidas e fumo",2708,5,0,70814,0.038241025785861554,1
49,RS,Manutenção e reparação de veículos automotores,2415,6,0,70814,0.034103425876239164,1
50,RS,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,2350,7,0,70814,0.0331855282853673,1
51,RS,Outros serviços especializados para construção,2229,8,0,70814,0.031476826616205836,1
52,RS,Serviços combinados para apoio a edifícios,1775,9,0,70814,0.025065664981500833,1
53,RS,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",1657,10,0,70814,0.023399327816533453,1
54,RS,Outros,37768,11,0,70814,0.5333408648007456,1
55,RR,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,247,1,0,1638,0.15079365079365079,1
56,RR,Restaurantes e outros serviços de alimentação e bebidas,193,2,0,1638,0.11782661782661782,1
57,RR,"Comércio varejista de produtos alimentícios, bebidas e fumo",103,3,0,1638,0.06288156288156288,1
58,RR,Outras atividades de serviços pessoais,99,4,0,1638,0.06043956043956044,1
59,RR,Comércio varejista não-especializado,89,5,0,1638,0.054334554334554336,1
60,RR,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,75,6,0,1638,0.045787545787545784,1
61,RR,Manutenção e reparação de veículos automotores,64,7,0,1638,0.03907203907203907,1
